filename,label,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,artist_id,composers_id,release_time
1075454346,4,0.23683338,1803.8060513693592,2067.3465614943275,3484.2467854645947,0.08371271831468974,-146.84058000000002,118.1534,-9.919156,5.427824,1.6936441999999998,-6.9966235,-1.3161131000000001,-8.966709,-7.993046799999999,0.32301646,-15.881285,-3.8867607000000004,-11.628427499999999,-0.17934988,-5.7015139999999995,-1.2416291000000002,-8.952266999999999,0.7969967,-4.871573400000001,2.5894049999999997,34,102306,2017-11-30 19:46:00
1075467188,3,0.23777126,1685.3406670665256,2067.318583443342,3359.3008787723684,0.06850653935393967,-209.8412,112.92164,3.0726712000000003,12.697374,-3.9444642,-10.85479,-3.1218772,-15.477366,-14.712631,-5.5483046,-20.127594000000002,-4.282374400000001,-12.008498,-4.420361499999999,-8.533127,-4.0003195,-9.938183,0.02701567,-5.996618700000001,1.0527461999999999,34,102306,2017-11-30 19:46:00
1075523941,4,0.29519442,1432.615194090498,1965.9913245053087,2945.2564249800407,0.05683684416565155,-108.45219399999999,131.3199,9.810947,32.301735,5.080449,5.600386,6.808421000000001,0.12243192,-6.5027870000000005,3.9063697,-5.761962400000001,0.7877899,-7.0491905,0.4487661,-2.3697364,-1.9259521000000002,-3.347611,1.4997553999999997,-3.4649916,2.4412587,76200,100119,2017-12-07 00:27:00
1075783976,3,0.27735245,2103.8987680040195,2458.974568509816,4659.872606248986,0.08174436759494698,-93.30327,97.45928,14.468231,30.392006,7.2150373,3.7200365,-3.2919261,7.3056984,-8.393982000000001,6.913017999999999,-6.8628793,-3.5095302999999998,-4.6414247,-4.897287400000001,-5.7918330000000005,-0.014991418999999999,-7.383154400000001,-1.6987330000000003,-6.941003,-0.14561366,20087,100086,2017-11-05 22:35:00
1075783979,2,0.25677833,2316.879036591657,2684.993111808292,5387.220449441898,0.08761668248271197,-88.40835600000001,88.687256,21.497778,23.956264,9.975696000000001,3.8235097000000002,-5.078927999999999,8.506697,-6.8709335000000005,3.7469763999999994,-4.87104,-2.7046306,-4.8588977,-4.8899302,-7.497083,-1.2459332,-7.132394000000001,-0.24194741,-8.137838,0.67707783,20087,102370,2017-10-05 23:24:00
1075797528,4,0.2568762,2226.2047656809154,2483.9205120826873,4846.219993761276,0.09005021621038595,-83.863365,90.85188000000001,6.0461617,30.841223,3.969376,3.4376406999999998,4.8102183,2.9967662999999995,-3.4001,6.916825299999999,-5.703737,4.715816,0.50536615,0.9915091999999999,-2.0157697,0.5664092,-7.3374066,1.0818537,-6.2479153,2.7512083,4163,100335,2018-09-10 22:35:00
1075797529,6,0.29963443,1956.5224807103373,2335.1109029701324,4159.766764460036,0.08254413042333614,-87.78527,104.59048,12.124725999999999,32.178276000000004,7.861684299999999,5.7717566,6.445304,-0.96729743,-7.767205000000001,5.61546,-9.708037,2.5632585999999997,2.1736197,2.7055783,-3.427199,0.84479797,-6.4285474,1.9785834999999998,-8.963946,-1.3942364,4163,100086,2018-08-11 01:53:00
1075805244,8,0.24171188,1955.915029978125,2364.3399615694066,4367.3694503276865,0.07769689907212886,-153.82065,108.40393,10.0222645,19.103106,8.448258000000001,-7.840097999999999,-0.7673236,-3.7984263999999994,-5.3271337,3.817597,-13.221793,3.9821177000000003,-5.6407676,3.168541,-6.8418984,-0.04467779400000001,-3.622246,-1.0370508,-2.1075547,5.314899400000001,39914,39914,2017-11-23 19:01:00
1075809235,6,0.25876504,1570.8492368427926,2049.2558672223945,3256.6770561745116,0.059960368852925126,-105.26092,121.4573,8.030615,30.006072999999997,3.2840312000000007,8.212226,6.471697,6.959516499999999,-4.409642,5.510662,-9.868853,-1.0359658999999999,-1.471223,2.161925,-2.2498727,1.2435225,-4.2803884000000005,2.2610099999999997,-0.30360967,3.5916932,77247,63486,2017-08-01 15:39:00
1075809237,3,0.23837872,1765.124972565247,2072.1863536966885,3624.585852327384,0.08052231689557503,-146.31142,111.07768999999999,-1.1496263999999998,26.123232,1.9626801999999999,0.33699435,-4.605416,1.797202,-14.701371,5.1370726,-5.0381856,1.370644,-6.605929,-5.4282894,-5.6010947,-4.193116000000001,-6.9145093,-1.053451,-3.7708676,0.2813934,107950,269938,2017-08-01 15:41:00
1075809253,6,0.36919713,2585.2983450979,2571.8446798792043,5473.532573402078,0.11278985000506027,-61.599619999999994,78.09100000000001,-4.9300809999999995,16.834423,1.1268383999999998,4.7371669999999995,-4.300834,4.228053,-3.5532036,5.0572953,-0.4975168,3.8119156000000003,-1.8830163,1.6150143999999997,0.3105232,1.9364697,-5.265761,4.335676,-2.9954536,-1.0995711000000001,63441,63441,2017-08-01 20:45:00
1075810253,2,0.38854337,2836.5201842125075,2721.547319408667,6050.021491274696,0.1270525317283789,-29.422596000000002,70.02548,2.3357252999999996,20.403772,2.4421716,5.070571,-2.8261439999999998,5.2625737,-4.484425,6.0510845,-0.5994984999999999,0.3355797,-4.362485400000001,0.36511209999999994,-2.7126765,2.9424999,-2.7192779,3.4732125,-2.0153232,2.8427637000000003,53274.189928,17816,2017-09-01 15:42:00
1075810255,2,0.37343487,2898.9004573067864,2598.9275835169283,5903.521696781575,0.14993788588604853,-31.078758,67.55458,-4.727353,15.030170000000002,-5.723762000000001,4.0050645,-0.014948536,7.7820472999999994,-9.005867,2.799862,-5.5225873,-0.75704837,1.1870506,2.3545599999999998,-4.3326797,1.5626745000000002,-5.28068,0.55221117,-5.694525700000001,1.4109091999999999,53274.189928,3672,2017-09-01 15:42:00
1075810259,5,0.29905027,1954.1019243564965,2203.377193253812,3998.564099128819,0.08271318192505801,-154.49557,103.76486,2.2093449,24.90792,-3.8554437000000004,-1.1957848,-3.9911106,-8.113841,-7.463907000000001,1.5223853999999999,-10.943877,-3.0282888,-6.6719117,-1.4055078,-5.5359419999999995,-4.9606585999999995,-8.337887,-0.8479414000000001,-3.5455296,-0.8301703000000001,2011.9241,189929,2017-09-01 15:54:00
1075810260,6,0.34721267,2642.6470782382385,2649.3099786036605,5751.902514826642,0.1055619596150504,-92.817154,66.66951999999999,1.4628905,26.463655,-0.07786358,6.311618,-3.7874022000000003,6.272757,-9.288501,11.222282,-3.7504888,3.9151532999999996,-2.3957777,3.0207894,-6.1247416,1.9637301,-5.948423,0.21602826,-5.475554,0.06483613,8719,8719,2017-09-01 15:54:00
1075810262,9,0.2970319,1749.047223154218,1982.3840807194367,3663.146858111792,0.08010035230467236,-207.54893,114.09243000000001,5.49335,29.29663,4.1813583,1.9793976999999998,-6.2092743,-0.48715422,-8.127742,-4.766930599999999,-8.105141999999999,-0.61003053,-0.74207664,1.9539673,-0.23462088,2.890693,-3.4503352999999994,-0.06904929,-4.193084,-0.96208256,26388,362,2017-09-01 15:56:00
1075810265,9,0.46627456,3490.3326691051866,2978.1919182020283,7268.038270668331,0.1741611685829252,-9.446171000000001,51.90464,0.21057738,15.614315,4.482461,10.257988000000001,-2.7288064999999997,3.8964195,-5.337989299999999,7.634981599999999,-1.2235721000000002,6.8097444000000005,-0.6102010999999999,3.1276450000000002,0.28177997,2.1392386,-5.019046299999999,4.685638,-4.007339,0.88155603,105515,105515,2017-09-01 16:10:00
1075810266,1,0.24581434,1706.108498417671,2268.7933529229267,3683.5301507693457,0.055038189209028664,-170.23533999999998,104.02326,19.921993,25.403801,8.392752,-2.1065595,3.7043532999999997,-1.4333396999999999,-10.321569,7.6499915,-13.306787,-0.32393843,-9.636738000000001,-4.75341,-10.5861635,-5.738245,-4.6343927,-2.4420772,-8.338892,-5.573562,32775,7328,2017-09-01 16:15:00
1075810275,6,0.37454626,3006.137409604605,2823.0666927635352,6413.542869714145,0.13413815156723008,-28.56935,61.56592,-0.73084414,13.704010999999998,4.2587485,13.124257,1.8486875,4.6961417,-6.4964676,5.8819349999999995,0.6545641,4.0319376,-0.8146071,4.02341,-2.0967724,5.8832955,-2.892659,3.4064867,-0.46766824,2.7743835,63148,101740,2017-09-01 16:52:00
1075810278,2,0.3104599,2085.404443555333,2634.1266406137993,4884.289886477308,0.06897161552745601,-111.4669,88.40815,29.652966999999997,34.30724,6.4198074,6.083851999999999,6.8145337,4.674841000000001,-1.2177521,5.7493476999999995,-8.193328999999999,1.9613067,-6.0534419999999995,-0.47369024,-6.0989531999999995,-0.69173235,-9.057927000000001,-1.0321633,-3.6657605,5.0629644,551,100217,2017-09-01 17:10:00
1075810279,3,0.343055,2222.877905291722,2571.279432292058,5005.153121929202,0.08000196433584976,-104.71793000000001,87.900696,17.997970000000002,32.033382,3.7060983,7.7603946,4.038277,7.605372999999999,-6.243210299999999,2.2654376,-2.8642771000000002,0.64685667,-1.6563863999999997,-1.8316631,-1.9685390999999999,3.1433953999999997,-7.953844999999999,-0.77643096,-5.1221247000000005,0.35604492,546,100217,2017-09-01 17:10:00
1075810280,2,0.31571314,2380.5351867741497,2728.3782746216475,5285.027717532219,0.08896087657553499,-114.29931,83.268875,8.145750999999999,26.424961,6.1092596,-5.6122108,11.619659,1.7835988,1.5322889,-0.45335373,-6.302861,-2.755906,-6.818231,0.29131207,-5.290558,-3.5079293,-8.357056,-4.259013700000001,-6.0207915000000005,0.5214203,518,100217,2017-09-01 17:10:00
1075810282,5,0.34937492,2018.9715533374192,2427.221643508042,4460.91957173841,0.07039176016014727,-99.51796999999999,98.76518,6.740351700000001,34.230675,16.606543,10.223563,4.8726172,14.220817000000002,-5.884369400000001,4.8773290000000005,2.994889,-0.27410197,0.06082737,0.9928123,-1.0552683999999999,-0.21785009,-1.6108133,0.9460864,-2.1380827,0.88468754,1023,100217,2017-09-01 17:10:00
1075810344,3,0.3020688,2440.575789554276,2658.3787647176387,5384.392709900086,0.09738623697357113,-112.530235,80.36188,16.32441,27.630995000000002,1.093646,4.0352917,5.202980999999999,4.295216,-0.3278355,6.7144995,-5.608465,3.9938597999999996,-6.4839683,-0.53635484,-4.482552,-1.2922875,-4.965808999999999,1.0754998,0.4773205,5.8339343,33855,10718,2017-09-01 17:32:00
1075810345,2,0.30242407,1984.887752065521,2376.462719250571,4398.88441892755,0.07430293402034739,-124.876755,102.69751,13.216451000000001,26.625063,2.829073,4.286363,4.2475553,0.7235766,-1.8365629,2.9945638,-7.457475,-0.16743512,-7.113510000000001,1.5606347,-6.1956425,0.5669811,-5.449693700000001,-1.267466,-5.3786263,-1.9487252,518,100334,2017-09-01 17:32:00
1075810346,1,0.30453783,2398.787252009544,2543.492971732761,5072.109864476811,0.10790326419145184,-86.657875,83.02183000000001,0.86321646,26.50323,1.1803213,5.717085,6.146202,-1.2629442,0.800104,2.6194363,-3.9137995,1.0309390999999999,-4.1152534,4.898119,-3.2979366999999997,1.6487908,-2.0444586,5.5573773,-1.9651424,-0.73118,374,103758,2017-09-01 17:32:00
1075810347,4,0.34999776,1952.5925585311406,2348.0773918567397,4307.327405276313,0.07573750115002452,-95.11740999999999,103.0429,8.037009,27.81216,5.080628,9.549973,4.681843,13.042913,-5.02926,11.088822,2.267784,1.9057993000000002,1.346375,2.25148,-1.2924403,3.8049257000000005,-3.474168,2.7432332,-1.5221995000000001,1.1236092,451,100288,2017-09-01 17:32:00
1075810348,3,0.29685128,2006.6157792368201,2376.9654354357863,4474.239675689843,0.07373637867761157,-136.82298,97.940025,12.873175,32.420902000000005,-1.3836308000000002,9.082993,8.060811,0.33276838,-1.1231948999999999,5.067521599999999,-12.38817,2.8384857000000006,-6.230588,-3.4144382000000006,-3.9031017,0.1675346,-5.5717974,2.0992484,-4.591508,1.1741553999999998,551,100217,2017-09-01 17:32:00
